response_id,status,language,sessionid,user_agent,tags,ip_address,longitude,latitude,country,city,state_region,postal,which_higher_education_institution_do_you_or_did_you_study_at?,what_is_your_current_year_of_study_as_of_2025?,what_will_be_your_highest_qualification_when_you_graduate?,which_of_the_following_best_describes_the_main_subject_that_you_are_studying?,please_indicate_your_nationality,what_is_your_gender?,which_of_these_statements_best_describes_your_current_perception_of_the_organisation_as_an_employer?,types_of_roles_available:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),career_progression_and_development:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),compensation_and_benefits:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),work-life_balance_and_culture:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),application_and_interview_process:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3)__1,"on_a_scale_from_1_to_10_(1_–_low,_10_–_high),_how_would_you_rate_the_attractiveness_of_the_organisation_as_an_employer?",which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,other_-_write_in_(required):which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,student_interest_profile,time_taken,student_segment,rating_col,year_group,nationality_group,gender_group,field_group,perception_group,motivation_group,score_group,segment
396,Complete,English,1759045068_68d8e5cc52d1b4.59565861,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.36.37,103.86280059814,1.3384000062943,Singapore,Singapore,0,35.0,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,,Application and interview process,,,10.0,Career growth opportunities,,"Career progression and development, Compensation and benefits, Application and interview process",0.9833333333333333,Late Talent (Graduate Seekers),10.0,Year 3,Singaporean/PR,Male,Social Sciences,Familiar & Positive,Career Growth Opportunities,High (8-10),Other Segment
397,Complete,English,1759045214_68d8e65edbc9d1.17326761,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.36.37,103.86280059814,1.3384000062943,Singapore,Singapore,0,35.0,Nanyang Technological University (NTU),Year 4,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",1.2666666666666666,Late Talent (Graduate Seekers),8.0,Year 4,Singaporean/PR,Male,IT/Tech,Positive but Uninformed,Career Growth Opportunities,High (8-10),High Potential but Uninformed
398,Complete,English,1759048578_68d8f382af7fa7.76852156,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,39.109.130.64,103.8862991333,1.3690999746323,Singapore,Singapore,0,54.0,S. P. Jain School of Global Management (SPJ),Year 1,Bachelor's Degree,Media,Singaporean/Singapore PR,Prefer not to say,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Learning and development,,"Career progression and development, Compensation and benefits, Work-life balance and culture",2.3833333333333333,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Prefer not to say,Other,Positive but Uninformed,Learning & Development,Medium (5-7),High Potential but Uninformed
400,Complete,English,1759048805_68d8f465c72c90.49695881,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,39.109.130.64,103.8862991333,1.3690999746323,Singapore,Singapore,0,54.0,Others,Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Prefer not to say,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Learning and development,,"Career progression and development, Compensation and benefits, Work-life balance and culture",2.6,Early Talent (Internship Seekers),7.0,Year 2,Singaporean/PR,Prefer not to say,Social Sciences,Positive but Uninformed,Learning & Development,Medium (5-7),High Potential but Uninformed
401,Complete,English,1759049145_68d8f5b9165252.44777451,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,39.109.130.64,103.8862991333,1.3690999746323,Singapore,Singapore,0,54.0,Others,Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,9.0,Meaningful work impact,,"Career progression and development, Compensation and benefits, Work-life balance and culture",0.6,Late Talent (Graduate Seekers),9.0,Year 4,Singaporean/PR,Male,Business/Management,Recognize but Unclear,Meaningful Work Impact,High (8-10),High Potential but Uninformed
403,Complete,English,1759049954_68d8f8e222fe50.65700164,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,103.177.112.238,,,,,,,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",1.95,Early Talent (Internship Seekers),5.0,Year 1,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Meaningful Work Impact,Medium (5-7),Disengaged/Non-Target
404,Complete,English,1759050146_68d8f9a2476b72.57166481,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.177.112.238,,,,,,,James Cook University Singapore (JCU),Year 2,Bachelor's Degree,Historical/Philosophical Science,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,4.0,Career growth opportunities,,"Compensation and benefits, Work-life balance and culture, Application and interview process",0.95,Early Talent (Internship Seekers),4.0,Year 2,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Career Growth Opportunities,Low (1-4),Disengaged/Non-Target
405,Complete,English,1759050222_68d8f9eed06060.88272706,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.177.112.238,,,,,,,Kaplan Singapore,Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,,Work-life balance and culture,Application and interview process,,,6.0,Learning and development,,"Types of roles available, Work-life balance and culture, Application and interview process",0.75,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Male,Economics,Recognize but Unclear,Learning & Development,Medium (5-7),High Potential but Uninformed
406,Complete,English,1759050327_68d8fa57eb9df5.31233530,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.177.112.238,,,,,,,Yale-NUS College,Year 3,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,,Application and interview process,,,2.0,Job security,,"Career progression and development, Compensation and benefits, Application and interview process",1.0166666666666666,Late Talent (Graduate Seekers),2.0,Year 3,Singaporean/PR,Male,Economics,Positive but Uninformed,Job Security,Low (1-4),Disengaged/Non-Target
407,Complete,English,1759050409_68d8faa9f294f6.04730021,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.177.112.238,,,,,,,Singapore University of Technology and Design (SUTD),Year 2,Bachelor's Degree,Creative Arts and Design,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,9.0,Compensation package,,"Career progression and development, Compensation and benefits, Work-life balance and culture",1.35,Early Talent (Internship Seekers),9.0,Year 2,Singaporean/PR,Female,Arts/Design,Positive but Uninformed,Compensation Package,High (8-10),High Potential but Uninformed
408,Complete,English,1759050740_68d8fbf4a5d748.21347463,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,116.15.76.19,103.91470336914,1.3272000551224,Singapore,Singapore,0,41.0,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Prefer not to say,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10.0,Meaningful work impact,,"Career progression and development, Compensation and benefits, Work-life balance and culture",2.0,Early Talent (Internship Seekers),10.0,Year 2,Singaporean/PR,Prefer not to say,Engineering,Positive but Uninformed,Meaningful Work Impact,High (8-10),Engineering Pragmatists
411,Complete,English,1759050900_68d8fc94361be7.94353549,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,116.15.76.19,103.91470336914,1.3272000551224,Singapore,Singapore,0,41.0,Singapore Institute of Technology (SIT),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,9.0,Career growth opportunities,,"Types of roles available, Compensation and benefits, Work-life balance and culture",0.6,Early Talent (Internship Seekers),9.0,Year 1,Singaporean/PR,Male,Engineering,Positive but Uninformed,Career Growth Opportunities,High (8-10),High Potential but Uninformed
412,Complete,English,1759050924_68d8fcac736ae6.50256953,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.177.112.238,,,,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Media,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,3.0,Work-life balance,,"Career progression and development, Compensation and benefits, Work-life balance and culture",0.8833333333333333,Early Talent (Internship Seekers),3.0,Year 2,Singaporean/PR,Female,Other,Positive but Uninformed,Work-Life Balance,Low (1-4),Disengaged/Non-Target
413,Complete,English,1759050910_68d8fc9e323872.52468700,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.36.37,103.86280059814,1.3384000062943,Singapore,Singapore,0,35.0,Nanyang Technological University (NTU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",1.0666666666666667,Late Talent (Graduate Seekers),6.0,Year 4,Singaporean/PR,Female,Business/Management,Recognize but Unclear,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
414,Complete,English,1759051024_68d8fd10daaf09.05662598,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,116.15.76.19,103.91470336914,1.3272000551224,Singapore,Singapore,0,41.0,Singapore Institute of Technology (SIT),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Work-life balance,,"Types of roles available, Career progression and development, Compensation and benefits",2.2333333333333334,Early Talent (Internship Seekers),7.0,Year 2,Singaporean/PR,Male,Engineering,Positive but Uninformed,Work-Life Balance,Medium (5-7),High Potential but Uninformed
415,Complete,English,1759051035_68d8fd1b511321.59231768,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.177.112.238,,,,,,,Singapore Management University (SMU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Prefer not to say,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,,Application and interview process,,,8.0,Career growth opportunities,,"Types of roles available, Compensation and benefits, Application and interview process",0.6666666666666666,Late Talent (Graduate Seekers),8.0,Year 3,Singaporean/PR,Prefer not to say,Business/Management,Familiar & Positive,Career Growth Opportunities,High (8-10),Career-Driven Business Students
416,Complete,English,1759051094_68d8fd56cfed59.97784947,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.177.112.238,,,,,,,Singapore Institute of Technology (SIT),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Learning and development,,"Types of roles available, Compensation and benefits, Work-life balance and culture",0.75,Late Talent (Graduate Seekers),7.0,Year 3,Singaporean/PR,Female,IT/Tech,Unfamiliar/No Opinion,Learning & Development,Medium (5-7),Disengaged/Non-Target
417,Complete,English,1759051194_68d8fdba1b1e44.99042544,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,116.15.76.19,103.91470336914,1.3272000551224,Singapore,Singapore,0,41.0,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Prefer not to say,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,10.0,Career growth opportunities,,"Compensation and benefits, Work-life balance and culture, Application and interview process",0.4666666666666667,Late Talent (Graduate Seekers),10.0,Year 3,Singaporean/PR,Prefer not to say,Business/Management,Positive but Uninformed,Career Growth Opportunities,High (8-10),Career-Driven Business Students
418,Complete,English,1759051263_68d8fdff46a3d6.98539902,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,116.15.76.19,103.91470336914,1.3272000551224,Singapore,Singapore,0,41.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Prefer not to say,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10.0,Work-life balance,,"Types of roles available, Career progression and development, Compensation and benefits",0.43333333333333335,Early Talent (Internship Seekers),10.0,Year 1,Singaporean/PR,Prefer not to say,Social Sciences,Familiar & Positive,Work-Life Balance,High (8-10),Other Segment
